subject;title;author;date;excerpt;temporal;zone;agent;fase;state;func;local;form;view;role;lok;loe;num;suit;rev;citekey;svg;dxf;ifc
br-rn-acari-r_tomaz_araujo_169;Corte longitudinal;Eduarda Santana;2024-01-09;;;Building;ARQTRAD;LV;O;;ZZZ;D;3;A;100;09;0001;1;v1.0;;FALSE;TRUE;FALSE
br-rn-acari-r_tomaz_araujo_185;Planta de situação;Eduarda Santana;2023-12-09;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;100;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-rn-acari-r_tomaz_araujo_185;Planta baixa;Eduarda Santana;2023-12-09;;;Storey;ARQTRAD;LV;O;;TER;D;1;A;100;09;0001;1;v1.0;;FALSE;TRUE;FALSE
br-rn-acari-r_tomaz_araujo_185;Fachada para sudeste;Eduarda Santana;2023-12-09;;;Building;ARQTRAD;LV;O;;ZZZ;D;2;A;100;09;0001;1;v1.0;;FALSE;TRUE;FALSE
br-rn-acari-r_tomaz_araujo_185;Corte longitudinal;Eduarda Santana;2023-12-09;;;Building;ARQTRAD;LV;O;;ZZZ;D;3;A;100;09;0001;1;v1.0;;FALSE;TRUE;FALSE
br-rn-acari-tv_jose_evaristo_57;Planta de situação;Eduarda Santana;2023-12-30;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;100;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-rn-acari-tv_jose_evaristo_57;Planta do pavimento térreo;Eduarda Santana;2023-12-30;;;Storey;ARQTRAD;LV;O;;TER;D;1;A;100;09;0001;1;v1.0;;FALSE;TRUE;FALSE
br-rn-acari-tv_jose_evaristo_57;Planta do sobrado;Eduarda Santana;2023-12-30;;;Storey;ARQTRAD;LV;O;;SOB;D;1;A;100;09;0001;1;v1.0;;FALSE;TRUE;FALSE
br-rn-acari-tv_jose_evaristo_57;Fachada para oeste;Eduarda Santana;2023-12-30;;;Building;ARQTRAD;LV;O;;ZZZ;D;2;A;100;09;0001;1;v1.0;;FALSE;TRUE;FALSE
br-rn-acari-tv_jose_evaristo_57;Corte longitudinal;Eduarda Santana;2023-12-30;;;Building;ARQTRAD;LV;O;;ZZZ;D;3;A;100;09;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_luiz_nery_76;Planta de situação;Eduarda Santana;2023-12-10;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;200;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-sc-laguna-tv_luiz_nery_76;Planta do pavimento térreo;Eduarda Santana;2023-12-10;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_luiz_nery_76;Planta do sobrado;Eduarda Santana;2023-12-10;;;Storey;ARQTRAD;LV;E;;SOB;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_luiz_nery_76;Planta de cobertura;Eduarda Santana;2023-12-10;;;Building;ARQTRAD;LV;E;;COB;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_luiz_nery_76;Fachada para sudoeste;Eduarda Santana;2023-12-10;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_luiz_nery_76;Elevação posterior para nordeste;Eduarda Santana;2023-12-10;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_luiz_nery_76;Corte longitudinal AA;Eduarda Santana;2023-12-10;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_luiz_nery_76;Corte longitudinal A;Eduarda Santana;2023-12-10;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_luiz_nery_76;Corte transversal;Eduarda Santana;2023-12-10;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0003;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_manoel_pinho_51;Planta de situação;Eduarda Santana;2023-12-22;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;200;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-sc-laguna-tv_manoel_pinho_51;Planta baixa;Eduarda Santana;2023-12-22;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_manoel_pinho_51;Planta de cobertura;Eduarda Santana;2023-12-22;;;Storey;ARQTRAD;LV;E;;COB;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_manoel_pinho_51;Fachada para noroeste;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_manoel_pinho_51;Elevação lateral direita para sudoeste;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_manoel_pinho_51;Corte longitudinal;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_manoel_pinho_51;Corte transversal;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-sc-laguna-tv_manoel_pinho_51;Corte longitudinal C;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0003;1;v1.0;;FALSE;TRUE;FALSE
br-sc-s_fco_sul-pc_getulio_vargas_66;Planta de situação;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE
br-sc-s_fco_sul-pc_getulio_vargas_66;Planta baixa;Eduarda Santana;2023-12-22;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;400;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-s_fco_sul-pc_getulio_vargas_66;Fachada para sul;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;400;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-s_fco_sul-pc_getulio_vargas_66;Elevação posterior para norte;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;400;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-sc-s_fco_sul-pc_getulio_vargas_66;Corte longitudinal;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;400;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-urussanga-casa_cancelier;Planta de locação e cobertura;Eduarda Santana;2023-12-22;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;400;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-sc-urussanga-casa_cancelier;Planta do pavimento térreo;Eduarda Santana;2023-12-22;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;400;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-urussanga-casa_cancelier;Planta do sobrado;Eduarda Santana;2023-12-22;;;Storey;ARQTRAD;LV;E;;SOB;D;1;A;400;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-urussanga-casa_cancelier;Fachada para norte;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;400;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-urussanga-casa_cancelier;Elevação lateral direita para leste;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;400;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-sc-urussanga-casa_cancelier;Elevação posterior para sul;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;400;10;0003;1;v1.0;;FALSE;TRUE;FALSE
br-sc-urussanga-casa_cancelier;Elevação lateral esquerda para oeste;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;400;10;0004;1;v1.0;;FALSE;TRUE;FALSE
br-sc-urussanga-casa_cancelier;Corte longitudinal;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;400;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sc-urussanga-casa_cancelier;Corte transversal;Eduarda Santana;2023-12-22;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;400;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-casa_oswaldo_cruz;Planta de situação;Eduarda Santana;2024-01-23;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;100;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-sp-paraitinga-casa_oswaldo_cruz;Planta do pavimento térreo;Eduarda Santana;2024-01-23;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-casa_oswaldo_cruz;Planta do sobrado;Eduarda Santana;2024-01-23;;;Storey;ARQTRAD;LV;E;;SOB;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-casa_oswaldo_cruz;Fachada para noroeste;Eduarda Santana;2024-01-23;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-casa_oswaldo_cruz;Elevação lateral direita para sudoeste;Eduarda Santana;2024-01-23;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;100;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-casa_oswaldo_cruz;Corte longitudinal;Eduarda Santana;2024-01-23;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-casa_oswaldo_cruz;Elevação posterior para sudeste;Eduarda Santana;2024-01-23;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;100;10;0003;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_3;Planta de situação;Eduarda Santana;2024-01-23;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;100;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_3;Planta do pavimento térreo;Eduarda Santana;2024-01-23;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_3;Planta do pavimento superior;Eduarda Santana;2024-01-23;;;Storey;ARQTRAD;LV;E;;P01;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_3;Fachada para sudeste;Eduarda Santana;2024-01-23;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_3;Elevação posterior para noroeste;Eduarda Santana;2024-01-23;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;100;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_3;Corte longitudinal;Eduarda Santana;2024-01-23;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_278;Planta de situação;Eduarda Santana;2024-01-31;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;100;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_278;Planta baixa;Eduarda Santana;2024-01-31;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_278;Fachada para sudoeste;Eduarda Santana;2024-01-31;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_278;Corte longitudinal;Eduarda Santana;2024-01-31;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_278;Corte transversal;Eduarda Santana;2024-01-31;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;100;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-r_barao_paraitinga_26;Planta de situação;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE
br-sp-paraitinga-r_barao_paraitinga_26;Planta do pavimento térreo;Eduarda Santana;2024-01-15;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-r_barao_paraitinga_26;Planta do pavimento superior;Eduarda Santana;2024-01-15;;;Storey;ARQTRAD;LV;E;;P01;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-r_barao_paraitinga_26;Fachada para sudeste (casa da esquerda);Eduarda Santana;2024-01-15;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-r_barao_paraitinga_26;Corte longitudinal;Eduarda Santana;2024-01-15;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-r_barao_paraitinga_04;Planta de situação;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE
br-sp-paraitinga-r_barao_paraitinga_04;Planta do pavimento térreo;Eduarda Santana;2024-01-15;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-r_barao_paraitinga_04;Planta do pavimento superior;Eduarda Santana;2024-01-15;;;Storey;ARQTRAD;LV;E;;P01;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-r_barao_paraitinga_04;Fachada para sudeste (casa do centro);Eduarda Santana;2024-01-15;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-r_barao_paraitinga_04;Corte longitudinal;Eduarda Santana;2024-01-15;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_86;Planta de situação;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_86;Planta do pavimento térreo;Eduarda Santana;2024-01-15;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_86;Planta do pavimento superior;Eduarda Santana;2024-01-15;;;Storey;ARQTRAD;LV;E;;P01;D;1;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_86;Fachada para sudeste (casa da direita);Eduarda Santana;2024-01-15;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;100;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-sp-paraitinga-pr_oswaldo_cruz_86;Fachada posterior para noroeste;Eduarda Santana;2024-01-15;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;100;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-pc_matriz_50;Planta de situação;Eduarda Santana;2024-02-08;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;200;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-to-natividade-pc_matriz_50;Planta baixa;Eduarda Santana;2024-02-08;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-pc_matriz_50;Planta de cobertura;Eduarda Santana;2024-02-08;;;Storey;ARQTRAD;LV;E;;COB;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-pc_matriz_50;Fachada para nordeste;Eduarda Santana;2024-02-08;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-pc_matriz_50;Corte longitudinal;Eduarda Santana;2024-02-08;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-pc_matriz_50;Corte transversal;Eduarda Santana;2024-02-08;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_7_setembro_86;Planta de situação;Eduarda Santana;2024-02-08;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;200;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-to-natividade-r_7_setembro_86;Planta baixa;Eduarda Santana;2024-02-08;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_7_setembro_86;Planta de cobertura;Eduarda Santana;2024-02-08;;;Storey;ARQTRAD;LV;E;;COB;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_7_setembro_86;Fachada para norte;Eduarda Santana;2024-02-08;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_7_setembro_86;Elevação lateral direita para oeste;Eduarda Santana;2024-02-08;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_7_setembro_86;Corte longitudinal;Eduarda Santana;2024-02-08;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_deocleciano_nunes_78;Planta de situação;Eduarda Santana;2024-02-07;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;200;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-to-natividade-r_deocleciano_nunes_78;Planta baixa;Eduarda Santana;2024-02-07;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_deocleciano_nunes_78;Planta de cobertura;Eduarda Santana;2024-02-07;;;Storey;ARQTRAD;LV;E;;COB;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_deocleciano_nunes_78;Fachada para noroeste;Eduarda Santana;2024-02-07;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_deocleciano_nunes_78;Corte longitudinal;Eduarda Santana;2024-02-07;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_deocleciano_nunes_78;Corte transversal;Eduarda Santana;2024-02-07;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_maj_julio_nunes;Planta de situação;Eduarda Santana;2024-02-10;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;200;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-to-natividade-r_maj_julio_nunes;Planta baixa;Eduarda Santana;2024-02-10;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_maj_julio_nunes;Planta de cobertura;Eduarda Santana;2024-02-10;;;Storey;ARQTRAD;LV;E;;COB;D;1;A;200;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-to-natividade-r_maj_julio_nunes;Fachada para sul;Eduarda Santana;2024-02-10;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_maj_julio_nunes;Corte longitudinal;Eduarda Santana;2024-02-10;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_maj_julio_nunes;Corte transversal;Eduarda Santana;2024-02-10;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_rafael_xavier;Planta de situação;Eduarda Santana;2024-02-09;;;Site;ARQTRAD;LV;E;;LOC;D;1;A;200;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-to-natividade-r_rafael_xavier;Planta baixa;Eduarda Santana;2024-02-09;;;Storey;ARQTRAD;LV;E;;TER;D;1;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_rafael_xavier;Planta de cobertura;Eduarda Santana;2024-02-09;;;Storey;ARQTRAD;LV;E;;COB;D;1;A;200;10;0001;1;v1.0;;FALSE;FALSE;FALSE
br-to-natividade-r_rafael_xavier;Fachada para noroeste;Eduarda Santana;2024-02-09;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_rafael_xavier;Elevação lateral direita para sudoeste;Eduarda Santana;2024-02-09;;;Building;ARQTRAD;LV;E;;ZZZ;D;2;A;200;10;0002;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_rafael_xavier;Corte longitudinal;Eduarda Santana;2024-02-09;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0001;1;v1.0;;FALSE;TRUE;FALSE
br-to-natividade-r_rafael_xavier;Corte transversal;Eduarda Santana;2024-02-09;;;Building;ARQTRAD;LV;E;;ZZZ;D;3;A;200;10;0002;1;v1.0;;FALSE;TRUE;FALSE
